No.,Ticker,Company,Sector,Industry
1,A,Agilent Technologies Inc,Healthcare,Diagnostics & Research
2,AA,Alcoa Corp,Basic Materials,Aluminum
3,AAL,American Airlines Group Inc,Industrials,Airlines
4,AAOI,Applied Optoelectronics Inc,Technology,Communication Equipment
5,AAON,AAON Inc,Industrials,Building Products & Equipment
6,AAP,Advance Auto Parts Inc,Consumer Cyclical,Auto Parts
7,AAPL,Apple Inc,Technology,Consumer Electronics
8,AAUC,Allied Gold Corp,Basic Materials,Gold
9,ABBV,Abbvie Inc,Healthcare,Drug Manufacturers - General
10,ABEV,Ambev S.A. ADR,Consumer Defensive,Beverages - Brewers
11,ABNB,Airbnb Inc,Consumer Cyclical,Travel Services
12,ABT,Abbott Laboratories,Healthcare,Medical Devices
13,ABVX,Abivax ADR,Healthcare,Biotechnology
14,ACAD,Acadia Pharmaceuticals Inc,Healthcare,Biotechnology
15,ACGL,Arch Capital Group Ltd,Financial,Insurance - Diversified
16,ACHC,Acadia Healthcare Company Inc,Healthcare,Medical Care Facilities
17,ACHR,Archer Aviation Inc,Industrials,Aerospace & Defense
18,ACI,Albertsons Companies Inc,Consumer Defensive,Grocery Stores
19,ACIW,ACI Worldwide Inc,Technology,Software - Infrastructure
20,ACLX,Arcellx Inc,Healthcare,Biotechnology
21,ACM,AECOM,Industrials,Engineering & Construction
22,ACMR,ACM Research Inc,Technology,Semiconductor Equipment & Materials
23,ACN,Accenture plc,Technology,Information Technology Services
24,ADBE,Adobe Inc,Technology,Software - Application
25,ADC,Agree Realty Corp,Real Estate,REIT - Retail
26,ADEA,Adeia Inc,Technology,Software - Application
27,ADI,Analog Devices Inc,Technology,Semiconductors
28,ADM,Archer Daniels Midland Co,Consumer Defensive,Farm Products
29,ADMA,Adma Biologics Inc,Healthcare,Biotechnology
30,ADP,Automatic Data Processing Inc,Technology,Software - Application
31,ADPT,Adaptive Biotechnologies Corp,Healthcare,Biotechnology
32,ADSK,Autodesk Inc,Technology,Software - Application
33,ADT,ADT Inc,Industrials,Security & Protection Services
34,AEE,Ameren Corp,Utilities,Utilities - Regulated Electric
35,AEG,Aegon Ltd,Financial,Insurance - Diversified
36,AEM,Agnico Eagle Mines Ltd,Basic Materials,Gold
37,AEO,American Eagle Outfitters Inc,Consumer Cyclical,Apparel Retail
38,AEP,American Electric Power Company Inc,Utilities,Utilities - Regulated Electric
39,AER,Aercap Holdings N.V,Industrials,Rental & Leasing Services
40,AES,AES Corp,Utilities,Utilities - Diversified
41,AFL,Aflac Inc,Financial,Insurance - Life
42,AFRM,Affirm Holdings Inc,Financial,Credit Services
43,AG,First Majestic Silver Corporation,Basic Materials,Silver
44,AGCO,AGCO Corp,Industrials,Farm & Heavy Construction Machinery
45,AGI,Alamos Gold Inc,Basic Materials,Gold
46,AGNC,AGNC Investment Corp,Real Estate,REIT - Mortgage
47,AHR,American Healthcare REIT Inc,Real Estate,REIT - Healthcare Facilities
48,AIG,American International Group Inc,Financial,Insurance - Diversified
49,AJG,Arthur J. Gallagher & Co,Financial,Insurance Brokers
50,AKAM,Akamai Technologies Inc,Technology,Software - Infrastructure
51,AKR,Acadia Realty Trust,Real Estate,REIT - Retail
52,AL,Air Lease Corp,Industrials,Rental & Leasing Services
53,ALAB,Astera Labs Inc,Technology,Semiconductors
54,ALB,Albemarle Corp,Basic Materials,Specialty Chemicals
55,ALC,Alcon Inc,Healthcare,Medical Instruments & Supplies
56,ALGM,Allegro Microsystems Inc,Technology,Semiconductors
57,ALGN,"Align Technology, Inc",Healthcare,Medical Instruments & Supplies
58,ALH,Alliance Laundry Holdings Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
59,ALHC,Alignment Healthcare Inc,Healthcare,Healthcare Plans
60,ALK,Alaska Air Group Inc,Industrials,Airlines
61,ALKS,Alkermes plc,Healthcare,Drug Manufacturers - Specialty & Generic
62,ALL,Allstate Corp,Financial,Insurance - Property & Casualty
63,ALLE,Allegion plc,Industrials,Security & Protection Services
64,ALLY,Ally Financial Inc,Financial,Credit Services
65,ALM,Almonty Industries Inc,Basic Materials,Other Industrial Metals & Mining
66,ALMS,Alumis Inc,Healthcare,Biotechnology
67,ALNY,Alnylam Pharmaceuticals Inc,Healthcare,Biotechnology
68,ALSN,Allison Transmission Holdings Inc,Consumer Cyclical,Auto Parts
69,AM,Antero Midstream Corp,Energy,Oil & Gas Midstream
70,AMAT,Applied Materials Inc,Technology,Semiconductor Equipment & Materials
71,AMBA,Ambarella Inc,Technology,Semiconductor Equipment & Materials
72,AMBP,Ardagh Metal Packaging S.A,Consumer Cyclical,Packaging & Containers
73,AMCR,Amcor Plc,Consumer Cyclical,Packaging & Containers
74,AMD,Advanced Micro Devices Inc,Technology,Semiconductors
75,AME,Ametek Inc,Industrials,Specialty Industrial Machinery
76,AMGN,AMGEN Inc,Healthcare,Drug Manufacturers - General
77,AMH,American Homes 4 Rent,Real Estate,REIT - Residential
78,AMKR,AMKOR Technology Inc,Technology,Semiconductor Equipment & Materials
79,AMPX,Amprius Technologies Inc,Industrials,Electrical Equipment & Parts
80,AMRX,Amneal Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic
81,AMRZ,Amrize Ltd,Basic Materials,Building Materials
82,AMT,American Tower Corp,Real Estate,REIT - Specialty
83,AMTM,Amentum Holdings Inc,Industrials,Specialty Business Services
84,AMX,America Movil S.A.B.DE C.V. ADR,Communication Services,Telecom Services
85,AMZN,Amazon.com Inc,Consumer Cyclical,Internet Retail
86,ANET,Arista Networks Inc,Technology,Computer Hardware
87,ANF,Abercrombie & Fitch Co,Consumer Cyclical,Apparel Retail
88,AON,Aon plc,Financial,Insurance Brokers
89,AOS,A.O. Smith Corp,Industrials,Specialty Industrial Machinery
90,APA,APA Corporation,Energy,Oil & Gas E&P
91,APD,Air Products & Chemicals Inc,Basic Materials,Specialty Chemicals
92,APG,APi Group Corporation,Industrials,Engineering & Construction
93,APGE,Apogee Therapeutics Inc,Healthcare,Biotechnology
94,APH,Amphenol Corp,Technology,Electronic Components
95,APLD,Applied Digital Corporation,Technology,Information Technology Services
96,APLE,Apple Hospitality REIT Inc,Real Estate,REIT - Hotel & Motel
97,APLS,Apellis Pharmaceuticals Inc,Healthcare,Biotechnology
98,APO,Apollo Global Management Inc,Financial,Asset Management
99,APP,Applovin Corp,Communication Services,Advertising Agencies
100,APTV,Aptiv PLC,Consumer Cyclical,Auto Parts
101,AQN,Algonquin Power & Utilities Corp,Utilities,Utilities - Diversified
102,AR,Antero Resources Corp,Energy,Oil & Gas E&P
103,ARCC,Ares Capital Corp,Financial,Asset Management
104,ARE,Alexandria Real Estate Equities Inc,Real Estate,REIT - Office
105,ARES,Ares Management Corp,Financial,Asset Management
106,ARIS,Aris Mining Corp,Basic Materials,Gold
107,ARM,Arm Holdings plc. ADR,Technology,Semiconductors
108,ARMK,Aramark,Industrials,Specialty Business Services
109,AROC,Archrock Inc,Energy,Oil & Gas Equipment & Services
110,ARQT,Arcutis Biotherapeutics Inc,Healthcare,Biotechnology
111,ARR,ARMOUR Residential REIT Inc,Real Estate,REIT - Mortgage
112,ARWR,Arrowhead Pharmaceuticals Inc,Healthcare,Biotechnology
113,ARX,Accelerant Holdings,Financial,Insurance Brokers
114,AS,Amer Sports Inc,Consumer Cyclical,Leisure
115,ASB,Associated Banc-Corp,Financial,Banks - Regional
116,ASML,ASML Holding NV,Technology,Semiconductor Equipment & Materials
117,ASO,Academy Sports and Outdoors Inc,Consumer Cyclical,Specialty Retail
118,ASTS,AST SpaceMobile Inc,Technology,Communication Equipment
119,ASX,ASE Technology Holding Co.Ltd ADR,Technology,Semiconductors
120,ATAT,Atour Lifestyle Holdings Ltd ADR,Consumer Cyclical,Lodging
121,ATI,ATI Inc,Industrials,Metal Fabrication
122,ATMU,Atmus Filtration Technologies Inc,Consumer Cyclical,Auto Parts
123,ATO,Atmos Energy Corp,Utilities,Utilities - Regulated Gas
124,AU,AngloGold Ashanti Plc,Basic Materials,Gold
125,AUB,Atlantic Union Bankshares Corp,Financial,Banks - Regional
126,AUGO,Aura Minerals Inc,Basic Materials,Gold
127,AUR,Aurora Innovation Inc,Technology,Information Technology Services
128,AVAV,AeroVironment Inc,Industrials,Aerospace & Defense
129,AVB,Avalonbay Communities Inc,Real Estate,REIT - Residential
130,AVGO,Broadcom Inc,Technology,Semiconductors
131,AVNT,Avient Corp,Basic Materials,Specialty Chemicals
132,AVPT,AvePoint Inc,Technology,Software - Infrastructure
133,AVT,Avnet Inc,Technology,Electronics & Computer Distribution
134,AVTR,Avantor Inc,Healthcare,Medical Instruments & Supplies
135,AWK,American Water Works Co. Inc,Utilities,Utilities - Regulated Water
136,AXIA,Axia Energia ADR,Utilities,Utilities - Renewable
137,AXON,Axon Enterprise Inc,Industrials,Aerospace & Defense
138,AXP,American Express Co,Financial,Credit Services
139,AXTA,Axalta Coating Systems Ltd,Basic Materials,Specialty Chemicals
140,AXTI,AXT Inc,Technology,Semiconductor Equipment & Materials
141,AZN,Astrazeneca plc,Healthcare,Drug Manufacturers - General
142,B,Barrick Mining Corp,Basic Materials,Gold
143,BA,Boeing Co,Industrials,Aerospace & Defense
144,BABA,Alibaba Group Holding Ltd ADR,Consumer Cyclical,Internet Retail
145,BAC,Bank Of America Corp,Financial,Banks - Diversified
146,BAH,Booz Allen Hamilton Holding Corp,Industrials,Consulting Services
147,BALL,Ball Corp,Consumer Cyclical,Packaging & Containers
148,BAM,Brookfield Asset Management Ltd,Financial,Asset Management
149,BANC,Banc of California Inc,Financial,Banks - Regional
150,BAX,Baxter International Inc,Healthcare,Medical Instruments & Supplies
151,BBD,Banco Bradesco S.A. ADR,Financial,Banks - Regional
152,BBIO,BridgeBio Pharma Inc,Healthcare,Biotechnology
153,BBT,Beacon Financial Corp,Financial,Banks - Regional
154,BBVA,Banco Bilbao Vizcaya Argentaria S.A. ADR,Financial,Banks - Diversified
155,BBWI,Bath & Body Works Inc,Consumer Cyclical,Specialty Retail
156,BBY,Best Buy Co. Inc,Consumer Cyclical,Specialty Retail
157,BC,Brunswick Corp,Consumer Cyclical,Recreational Vehicles
158,BCE,BCE Inc,Communication Services,Telecom Services
159,BCRX,Biocryst Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic
160,BCS,Barclays plc ADR,Financial,Banks - Diversified
161,BDX,Becton Dickinson & Co,Healthcare,Medical Instruments & Supplies
162,BE,Bloom Energy Corp,Industrials,Electrical Equipment & Parts
163,BEAM,Beam Therapeutics Inc,Healthcare,Biotechnology
164,BEKE,KE Holdings Inc ADR,Real Estate,Real Estate Services
165,BEN,"Franklin Resources, Inc",Financial,Asset Management
166,BEPC,Brookfield Renewable Corp,Utilities,Utilities - Renewable
167,BETA,BETA Technologies Inc,Industrials,Aerospace & Defense
168,BF-B,Brown-Forman Corp,Consumer Defensive,Beverages - Wineries & Distilleries
169,BFAM,"Bright Horizons Family Solutions, Inc",Consumer Cyclical,Personal Services
170,BFH,Bread Financial Holdings Inc,Financial,Credit Services
171,BG,Bunge Global SA,Consumer Defensive,Farm Products
172,BGC,BGC Group Inc,Financial,Capital Markets
173,BHF,Brighthouse Financial Inc,Financial,Insurance - Life
174,BHP,BHP Group Limited ADR,Basic Materials,Other Industrial Metals & Mining
175,BIDU,Baidu Inc ADR,Communication Services,Internet Content & Information
176,BIIB,Biogen Inc,Healthcare,Drug Manufacturers - General
177,BILI,Bilibili Inc ADR,Communication Services,Internet Content & Information
178,BILL,BILL Holdings Inc,Technology,Software - Application
179,BIRK,Birkenstock Holding Plc,Consumer Cyclical,Footwear & Accessories
180,BJ,BJ's Wholesale Club Holdings Inc,Consumer Defensive,Discount Stores
181,BK,Bank Of New York Mellon Corp,Financial,Banks - Diversified
182,BKD,Brookdale Senior Living Inc,Healthcare,Medical Care Facilities
183,BKH,Black Hills Corporation,Utilities,Utilities - Regulated Gas
184,BKR,Baker Hughes Co,Energy,Oil & Gas Equipment & Services
185,BKU,BankUnited Inc,Financial,Banks - Regional
186,BKV,BKV Corp,Energy,Oil & Gas E&P
187,BL,BlackLine Inc,Technology,Software - Application
188,BLDR,Builders Firstsource Inc,Industrials,Building Products & Equipment
189,BLK,Blackrock Inc,Financial,Asset Management
190,BLSH,Bullish,Technology,Software - Infrastructure
191,BMNR,BitMine Immersion Technologies Inc,Financial,Capital Markets
192,BMO,Bank of Montreal,Financial,Banks - Diversified
193,BMRN,Biomarin Pharmaceutical Inc,Healthcare,Biotechnology
194,BMY,Bristol-Myers Squibb Co,Healthcare,Drug Manufacturers - General
195,BN,Brookfield Corporation,Financial,Asset Management
196,BNL,Broadstone Net Lease Inc,Real Estate,REIT - Diversified
197,BNS,Bank Of Nova Scotia,Financial,Banks - Diversified
198,BNTX,BioNTech SE ADR,Healthcare,Biotechnology
199,BOBS,Bob's Discount Furniture Inc,Consumer Cyclical,Specialty Retail
200,BOX,Box Inc,Technology,Software - Infrastructure
201,BP,BP plc ADR,Energy,Oil & Gas Integrated
202,BPRE,Bluerock Private Real Estate Fund,Financial,Closed-End Fund - Debt
203,BR,"Broadridge Financial Solutions, Inc",Technology,Information Technology Services
204,BRBR,Bellring Brands Inc,Consumer Defensive,Packaged Foods
205,BRK-B,Berkshire Hathaway Inc,Financial,Insurance - Diversified
206,BRKR,Bruker Corp,Healthcare,Medical Devices
207,BRO,"Brown & Brown, Inc",Financial,Insurance Brokers
208,BROS,Dutch Bros Inc,Consumer Cyclical,Restaurants
209,BRSL,Brightstar Lottery PLC,Consumer Cyclical,Gambling
210,BRX,Brixmor Property Group Inc,Real Estate,REIT - Retail
211,BRZE,Braze Inc,Technology,Software - Application
212,BSBR,Banco Santander (Brasil) S.A. ADR,Financial,Banks - Regional
213,BSX,Boston Scientific Corp,Healthcare,Medical Devices
214,BSY,Bentley Systems Inc,Technology,Software - Application
215,BTE,Baytex Energy Corp,Energy,Oil & Gas E&P
216,BTG,B2gold Corp,Basic Materials,Gold
217,BTI,British American Tobacco Plc ADR,Consumer Defensive,Tobacco
218,BTSG,BrightSpring Health Services Inc,Healthcare,Health Information Services
219,BTU,Peabody Energy Corp,Energy,Thermal Coal
220,BUD,Anheuser-Busch InBev SA/NV ADR,Consumer Defensive,Beverages - Brewers
221,BULL,Webull Corp,Technology,Software - Application
222,BURL,Burlington Stores Inc,Consumer Cyclical,Apparel Retail
223,BVN,Compania de Minas Buenaventura S.A. ADR,Basic Materials,Other Precious Metals & Mining
224,BWA,BorgWarner Inc,Consumer Cyclical,Auto Parts
225,BWIN,The Baldwin Insurance Group Inc,Financial,Insurance Brokers
226,BWXT,BWX Technologies Inc,Industrials,Aerospace & Defense
227,BX,Blackstone Inc,Financial,Asset Management
228,BXMT,Blackstone Mortgage Trust Inc,Real Estate,REIT - Mortgage
229,BXP,BXP Inc,Real Estate,REIT - Office
230,BXSL,Blackstone Secured Lending Fund,Financial,Asset Management
231,BYD,Boyd Gaming Corp,Consumer Cyclical,Resorts & Casinos
232,BZ,Kanzhun Ltd ADR,Communication Services,Internet Content & Information
233,C,Citigroup Inc,Financial,Banks - Diversified
234,CAG,Conagra Brands Inc,Consumer Defensive,Packaged Foods
235,CAH,"Cardinal Health, Inc",Healthcare,Medical Distribution
236,CAI,Caris Life Sciences Inc,Healthcare,Biotechnology
237,CAKE,Cheesecake Factory Inc,Consumer Cyclical,Restaurants
238,CALM,"Cal-Maine Foods, Inc",Consumer Defensive,Farm Products
239,CALX,Calix Inc,Technology,Software - Infrastructure
240,CALY,Callaway Golf Co,Consumer Cyclical,Leisure
241,CARG,CarGurus Inc,Consumer Cyclical,Auto & Truck Dealerships
242,CARR,Carrier Global Corp,Industrials,Building Products & Equipment
243,CART,Maplebear Inc,Consumer Cyclical,Internet Retail
244,CAT,Caterpillar Inc,Industrials,Farm & Heavy Construction Machinery
245,CAVA,Cava Group Inc,Consumer Cyclical,Restaurants
246,CB,Chubb Limited,Financial,Insurance - Property & Casualty
247,CBOE,Cboe Global Markets Inc,Financial,Financial Data & Stock Exchanges
248,CBRE,CBRE Group Inc,Real Estate,Real Estate Services
249,CBSH,"Commerce Bancshares, Inc",Financial,Banks - Regional
250,CC,Chemours Company,Basic Materials,Specialty Chemicals
251,CCC,CCC Intelligent Solutions Holdings Inc,Technology,Software - Application
252,CCEP,Coca-Cola Europacific Partners Plc,Consumer Defensive,Beverages - Non-Alcoholic
253,CCI,Crown Castle Inc,Real Estate,REIT - Specialty
254,CCJ,Cameco Corp,Energy,Uranium
255,CCK,"Crown Holdings, Inc",Consumer Cyclical,Packaging & Containers
256,CCL,Carnival Corp,Consumer Cyclical,Travel Services
257,CDE,Coeur Mining Inc,Basic Materials,Gold
258,CDNS,"Cadence Design Systems, Inc",Technology,Software - Application
259,CDP,COPT Defense Properties,Real Estate,REIT - Office
260,CDW,CDW Corp,Technology,Information Technology Services
261,CE,Celanese Corp,Basic Materials,Chemicals
262,CEF,Sprott Physical Gold and Silver Trust,Financial,Asset Management
263,CEG,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers
264,CELH,Celsius Holdings Inc,Consumer Defensive,Beverages - Non-Alcoholic
265,CENX,Century Aluminum Co,Basic Materials,Aluminum
266,CF,CF Industries Holdings Inc,Basic Materials,Agricultural Inputs
267,CFG,Citizens Financial Group Inc,Financial,Banks - Regional
268,CFLT,Confluent Inc,Technology,Software - Infrastructure
269,CG,Carlyle Group Inc,Financial,Asset Management
270,CGAU,Centerra Gold Inc,Basic Materials,Gold
271,CGNX,Cognex Corp,Technology,Scientific & Technical Instruments
272,CGON,Cg Oncology Inc,Healthcare,Biotechnology
273,CHD,"Church & Dwight Co., Inc",Consumer Defensive,Household & Personal Products
274,CHDN,"Churchill Downs, Inc",Consumer Cyclical,Gambling
275,CHKP,Check Point Software Technologies Ltd,Technology,Software - Infrastructure
276,CHRD,Chord Energy Corp,Energy,Oil & Gas E&P
277,CHRW,"C.H. Robinson Worldwide, Inc",Industrials,Integrated Freight & Logistics
278,CHTR,Charter Communications Inc,Communication Services,Telecom Services
279,CHWY,Chewy Inc,Consumer Cyclical,Internet Retail
280,CHYM,Chime Financial Inc,Technology,Software - Application
281,CI,Cigna Group,Healthcare,Healthcare Plans
282,CIEN,CIENA Corp,Technology,Communication Equipment
283,CIFR,Cipher Digital Inc,Technology,Information Technology Services
284,CIG,Cia Energetica DE Minas Gerais - Cemig ADR,Utilities,Utilities - Diversified
285,CL,Colgate-Palmolive Co,Consumer Defensive,Household & Personal Products
286,CLBT,Cellebrite DI Ltd,Technology,Software - Infrastructure
287,CLDX,Celldex Therapeutics Inc,Healthcare,Biotechnology
288,CLF,Cleveland-Cliffs Inc,Basic Materials,Steel
289,CLM,Cornerstone Strategic Investment Fund Inc,Financial,Closed-End Fund - Equity
290,CLMT,Calumet Inc,Basic Materials,Specialty Chemicals
291,CLS,"Celestica, Inc",Technology,Electronic Components
292,CLSK,Cleanspark Inc,Financial,Capital Markets
293,CLX,Clorox Co,Consumer Defensive,Household & Personal Products
294,CM,Canadian Imperial Bank Of Commerce,Financial,Banks - Diversified
295,CMBT,CMB.Tech NV,Energy,Oil & Gas Midstream
296,CMC,Commercial Metals Co,Basic Materials,Steel
297,CMCSA,Comcast Corp,Communication Services,Telecom Services
298,CME,CME Group Inc,Financial,Financial Data & Stock Exchanges
299,CMG,Chipotle Mexican Grill,Consumer Cyclical,Restaurants
300,CMI,Cummins Inc,Industrials,Specialty Industrial Machinery
301,CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric
302,CNC,Centene Corp,Healthcare,Healthcare Plans
303,CNH,CNH Industrial NV,Industrials,Farm & Heavy Construction Machinery
304,CNI,Canadian National Railway Co,Industrials,Railroads
305,CNK,Cinemark Holdings Inc,Communication Services,Entertainment
306,CNM,Core & Main Inc,Industrials,Industrial Distribution
307,CNP,Centerpoint Energy Inc,Utilities,Utilities - Regulated Electric
308,CNQ,Canadian Natural Resources Ltd,Energy,Oil & Gas E&P
309,CNR,Core Natural Resources Inc,Energy,Thermal Coal
310,CNTA,Centessa Pharmaceuticals plc ADR,Healthcare,Biotechnology
311,CNX,CNX Resources Corp,Energy,Oil & Gas E&P
312,COCO,Vita Coco Company Inc,Consumer Defensive,Beverages - Non-Alcoholic
313,COF,Capital One Financial Corp,Financial,Credit Services
314,COGT,Cogent Biosciences Inc,Healthcare,Biotechnology
315,COHR,Coherent Corp,Technology,Scientific & Technical Instruments
316,COIN,Coinbase Global Inc,Financial,Financial Data & Stock Exchanges
317,COLB,"Columbia Banking System, Inc",Financial,Banks - Regional
318,COLD,Americold Realty Trust Inc,Real Estate,REIT - Industrial
319,COMP,Compass Inc,Real Estate,Real Estate Services
320,CON,Concentra Group Holdings Parent Inc,Healthcare,Medical Care Facilities
321,COO,"Cooper Companies, Inc",Healthcare,Medical Instruments & Supplies
322,COP,Conoco Phillips,Energy,Oil & Gas E&P
323,COR,Cencora Inc,Healthcare,Medical Distribution
324,CORT,Corcept Therapeutics Inc,Healthcare,Biotechnology
325,CORZ,Core Scientific Inc,Technology,Software - Infrastructure
326,COST,Costco Wholesale Corp,Consumer Defensive,Discount Stores
327,CP,Canadian Pacific Kansas City Limited,Industrials,Railroads
328,CPB,Campbells Co,Consumer Defensive,Packaged Foods
329,CPNG,Coupang Inc,Consumer Cyclical,Internet Retail
330,CPRI,Capri Holdings Ltd,Consumer Cyclical,Luxury Goods
331,CPRT,"Copart, Inc",Industrials,Specialty Business Services
332,CPRX,Catalyst Pharmaceuticals Inc,Healthcare,Biotechnology
333,CPT,Camden Property Trust,Real Estate,REIT - Residential
334,CRBG,Corebridge Financial Inc,Financial,Asset Management
335,CRC,California Resources Corporation,Energy,Oil & Gas E&P
336,CRCL,Circle Internet Group Inc,Financial,Capital Markets
337,CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors
338,CRGY,Crescent Energy Co,Energy,Oil & Gas E&P
339,CRH,CRH Plc,Basic Materials,Building Materials
340,CRK,"Comstock Resources, Inc",Energy,Oil & Gas E&P
341,CRL,Charles River Laboratories International Inc,Healthcare,Diagnostics & Research
342,CRM,Salesforce Inc,Technology,Software - Application
343,CRNX,Crinetics Pharmaceuticals Inc,Healthcare,Biotechnology
344,CROX,Crocs Inc,Consumer Cyclical,Footwear & Accessories
345,CRS,Carpenter Technology Corp,Industrials,Metal Fabrication
346,CRSP,CRISPR Therapeutics AG,Healthcare,Biotechnology
347,CRWD,Crowdstrike Holdings Inc,Technology,Software - Infrastructure
348,CRWV,CoreWeave Inc,Technology,Software - Infrastructure
349,CSAN,Cosan S.A ADR,Energy,Oil & Gas Refining & Marketing
350,CSCO,"Cisco Systems, Inc",Technology,Communication Equipment
351,CSGP,"Costar Group, Inc",Real Estate,Real Estate Services
352,CSTM,Constellium SE,Basic Materials,Aluminum
353,CSX,CSX Corp,Industrials,Railroads
354,CTAS,Cintas Corporation,Industrials,Specialty Business Services
355,CTRA,Coterra Energy Inc,Energy,Oil & Gas E&P
356,CTRE,CareTrust REIT Inc,Real Estate,REIT - Healthcare Facilities
357,CTRI,Centuri Holdings Inc,Utilities,Utilities - Regulated Gas
358,CTSH,Cognizant Technology Solutions Corp,Technology,Information Technology Services
359,CTVA,Corteva Inc,Basic Materials,Agricultural Inputs
360,CUBE,CubeSmart,Real Estate,REIT - Industrial
361,CUK,Carnival plc ADR,Consumer Cyclical,Travel Services
362,CURB,Curbline Properties Corp,Real Estate,REIT - Retail
363,CUZ,Cousins Properties Inc,Real Estate,REIT - Office
364,CVBF,CVB Financial Corp,Financial,Banks - Regional
365,CVE,Cenovus Energy Inc,Energy,Oil & Gas Integrated
366,CVI,CVR Energy Inc,Energy,Oil & Gas Refining & Marketing
367,CVLT,Commvault Systems Inc,Technology,Software - Application
368,CVNA,Carvana Co,Consumer Cyclical,Auto & Truck Dealerships
369,CVS,CVS Health Corp,Healthcare,Healthcare Plans
370,CVX,Chevron Corp,Energy,Oil & Gas Integrated
371,CWAN,Clearwater Analytics Holdings Inc,Technology,Software - Application
372,CWEN,Clearway Energy Inc,Utilities,Utilities - Renewable
373,CWK,Cushman & Wakefield Ltd,Real Estate,Real Estate Services
